Dimension: 0
[0.0, infinity)
Dimension: 1
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.008097869963277087)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.016195739926554174)
[0.0, 0.02429360988983126)
[0.0, 0.02429360988983126)
[0.0, 0.02429360988983126)
[0.0, 0.02429360988983126)
[0.0, 0.02429360988983126)
[0.0, 0.03239147985310835)
[0.0, 0.03239147985310835)
[0.0, 0.03239147985310835)
[0.008097869963277087, 0.03239147985310835)
[0.0, 0.03239147985310835)
[0.0, 0.04048934981638544)
[0.0, 0.04048934981638544)
[0.0, 0.04048934981638544)
[0.0, 0.04048934981638544)
[0.0, 0.04048934981638544)
[0.0, 0.04048934981638544)
[0.0, 0.04858721977966252)
[0.0, 0.04858721977966252)
[0.0, 0.04858721977966252)
[0.0, 0.0647829597062167)
[0.0, 0.0647829597062167)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.07288082966949379)
[0.0, 0.08907656959604796)
[0.0, 0.09717443955932505)
[0.0, 0.11337017948587921)
[0.0, 0.11337017948587921)
[0.0, 0.1214680494491563)
[0.0, 0.1214680494491563)
[0.0, 0.1295659194124334)
[0.0, 0.13766378937571047)
