Dimension: 0
[0.0, infinity)
Dimension: 1
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.008532486435625552)
[0.0, 0.017064972871251104)
[0.0, 0.017064972871251104)
[0.0, 0.017064972871251104)
[0.0, 0.017064972871251104)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.025597459306876656)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.03412994574250221)
[0.0, 0.04266243217812776)
[0.0, 0.04266243217812776)
[0.0, 0.04266243217812776)
[0.0, 0.04266243217812776)
[0.0, 0.04266243217812776)
[0.0, 0.05119491861375331)
[0.025597459306876656, 0.05119491861375331)
[0.0, 0.05972740504937886)
[0.0, 0.05972740504937886)
[0.0, 0.05972740504937886)
[0.0, 0.06825989148500441)
[0.0, 0.06825989148500441)
[0.0, 0.06825989148500441)
[0.0, 0.06825989148500441)
[0.0, 0.07679237792062997)
[0.0, 0.08532486435625553)
[0.0, 0.09385735079188107)
[0.0, 0.10238983722750662)
[0.0, 0.1279872965343833)
[0.0, 0.1279872965343833)
[0.0, 0.14505226940563437)
[0.0, 0.14505226940563437)
