Dimension: 0
[0.0, infinity)
Dimension: 1
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.007818908999609638)
[0.0, 0.015637817999219275)
[0.0, 0.015637817999219275)
[0.0, 0.015637817999219275)
[0.0, 0.015637817999219275)
[0.0, 0.015637817999219275)
[0.0, 0.015637817999219275)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.0, 0.023456726998828913)
[0.023456726998828913, 0.03127563599843855)
[0.0, 0.03127563599843855)
[0.0, 0.03127563599843855)
[0.0, 0.03909454499804819)
[0.0, 0.03909454499804819)
[0.0, 0.03909454499804819)
[0.0, 0.03909454499804819)
[0.0, 0.03909454499804819)
[0.0, 0.03909454499804819)
[0.0, 0.03909454499804819)
[0.0, 0.046913453997657825)
[0.0, 0.046913453997657825)
[0.0, 0.046913453997657825)
[0.0, 0.046913453997657825)
[0.0, 0.046913453997657825)
[0.0, 0.05473236299726746)
[0.0, 0.05473236299726746)
[0.0, 0.05473236299726746)
[0.0, 0.05473236299726746)
[0.0, 0.0625512719968771)
[0.0, 0.0625512719968771)
[0.0, 0.0625512719968771)
[0.0, 0.07037018099648673)
[0.0, 0.07037018099648673)
[0.0, 0.07037018099648673)
[0.0, 0.07818908999609638)
[0.0, 0.07818908999609638)
[0.0, 0.07818908999609638)
[0.0, 0.07818908999609638)
[0.0, 0.08600799899570602)
[0.0, 0.09382690799531565)
[0.0, 0.10164581699492528)
[0.0, infinity)
